images_open_eye_path,images_no_yawn_path
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02795_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3069.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02871_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3084.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02745_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3002.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02645_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3055.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02855_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2986.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02868_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2967.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02569_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3009.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02748_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3132.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02380_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3067.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02338_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3021.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02857_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3102.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02362_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3136.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02392_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2978.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02726_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3045.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02926_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2973.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02862_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3036.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02587_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3160.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02694_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2966.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02340_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2992.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02939_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3153.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02387_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3050.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02722_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3093.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02359_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3018.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02386_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2996.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02849_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3023.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02638_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2998.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02625_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3015.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02940_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3048.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02382_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3027.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02873_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3003.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02872_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3010.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02624_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3159.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02345_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2968.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02826_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3158.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02860_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2993.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02596_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3124.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02725_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3006.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02688_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3065.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02642_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3156.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02713_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3110.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02687_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3094.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02676_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3034.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02685_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3165.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02828_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3013.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02393_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3046.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02334_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3111.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02861_0_1_1_1_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3149.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02936_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3043.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02363_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3068.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02649_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3066.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02684_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3056.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02388_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3008.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02853_0_1_1_1_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2990.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02878_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3040.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02794_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3147.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02647_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2995.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02715_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3145.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02367_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3074.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02361_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3155.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02879_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3090.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02829_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3135.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02883_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2987.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02634_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2974.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02653_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3033.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02865_0_1_1_2_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3049.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02571_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2984.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02686_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3035.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02648_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3032.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02599_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3081.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02941_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3053.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02654_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3088.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02718_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3112.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02693_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3004.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02792_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3107.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02816_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3097.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02383_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3042.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02366_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3113.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02801_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3085.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02723_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3001.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02876_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3117.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02631_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3095.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02652_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3091.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02831_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3059.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02682_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3157.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02851_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3098.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02641_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3061.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02377_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3057.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02888_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3128.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02696_0_1_1_2_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3000.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02595_0_1_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3137.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02875_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3126.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02339_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3104.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02379_0_0_1_0_0_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\2964.jpg
C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\open_eye\s0001_02887_0_1_1_0_1_01.png,C:\Users\saumy\Desktop\ENGG680_ML_Project\Merged_Datasets\open_eye_no_yawn\no_yawn\3103.jpg
